01/01/2025 01:00:00;10;;;;;
01/01/2025 02:00:00;20;;;;;
01/01/2025 03:00:00;30;;;;;
01/01/2025 04:00:00;40;;;;;
01/01/2025 05:00:00;50;;;;;
01/01/2025 06:00:00;60;;;;;
01/01/2025 07:00:00;70;;;;;
01/01/2025 08:00:00;80;;;;;
01/01/2025 09:00:00;90;;;;;
01/01/2025 10:00:00;100;;;;;
01/01/2025 11:00:00;110;;;;;
01/01/2025 12:00:00;120;;;;;
01/01/2025 13:00:00;130;;;;;
01/01/2025 14:00:00;140;;;;;
01/01/2025 15:00:00;150;;;;;
01/01/2025 16:00:00;160;;;;;
01/01/2025 17:00:00;170;;;;;
01/01/2025 18:00:00;180;;;;;
01/01/2025 19:00:00;190;;;;;
01/01/2025 20:00:00;200;;;;;
01/01/2025 21:00:00;210;;;;;
01/01/2025 22:00:00;220;;;;;
01/01/2025 23:00:00;230;;;;;
01/02/2025 00:00:00;240;;;;;
